Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,IDA only,IDX,991.292798,1314.230956,2348.877714,2476.07303,2635.151737,2715.516997,2835.244172,2951.815883,3114.051216,3273.043342,3274.505211,3432.887326
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,IDA total,IDA,1348.64492,1705.965231,3023.860267,3168.109542,3346.561148,3426.994962,3503.751145,3604.754439,3785.41065,3931.866415,3893.059622,4126.900311
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Late-demographic dividend,LTE,2875.793778,4786.889466,13514.01285,14230.43001,14722.39605,14748.71507,15206.83372,16040.81342,17284.29119,18285.45388,18440.33806,20446.8388
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Latin America & Caribbean,LCN,6199.593102,8680.180571,14457.26882,14941.96926,15264.40502,15057.24921,15315.71393,15950.88588,16430.75574,16632.96195,15743.8829,17271.81653
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Latin America & Caribbean (excluding high income),LAC,6092.30382,8441.748405,13998.74845,14464.54488,14772.54967,14544.65262,14762.02929,15363.22034,15791.6395,15964.18906,15096.19993,16496.11012
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Latin America & the Caribbean (IDA & IBRD countries),TLA,6177.916493,8602.070104,14374.69857,14861.4555,15183.69523,14971.89622,15231.3791,15872.30506,16354.12095,16548.48111,15667.25999,17193.13247
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Least developed countries: UN classification,LDC,943.9359855,1267.260777,2366.008816,2484.647203,2638.257397,2694.632343,2810.877317,2925.151081,3070.202671,3215.922273,3212.820885,3335.93272
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Low & middle income,LMY,2525.557296,3720.225852,8498.473333,8875.489579,9135.783108,9193.621754,9489.544511,9931.961064,10544.73067,10985.57477,10810.18676,11861.18939
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Low income,LIC,788.3946459,999.2967435,1538.420017,1607.488381,1727.129535,1783.562892,1877.37636,1927.696906,1994.555647,2059.0586,2040.816019,2111.161006
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Lower middle income,LMC,2076.19694,2902.571465,5825.180936,6028.22498,6196.659785,6291.358953,6555.49687,6842.90534,7258.592709,7566.15411,7310.420509,7955.079428
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Middle East & North Africa,MEA,7669.581205,11262.7395,17922.05086,17764.46928,17480.63299,15778.26129,15543.50115,16126.45871,16520.99665,16657.93366,16118.44908,17282.01883
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Middle East & North Africa (excluding high income),MNA,4651.752375,7175.647122,11296.76839,11144.02723,10855.8349,10206.56834,10270.84733,10561.91731,10811.86845,10930.91211,10660.8031,11444.00319
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Middle East & North Africa (IDA & IBRD countries),TMN,4675.230449,7222.369665,11366.60458,11211.08814,10918.12169,10256.2446,10317.35475,10610.85157,10863.35353,10983.73776,10720.62492,11507.80471
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Middle income,MIC,2660.35857,3958.177635,9235.90682,9655.770623,9942.618423,10012.53995,10344.44897,10844.91668,11535.8129,12039.13502,11865.14465,13054.3536
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,North America,NAC,23399.42254,35650.12322,50842.1091,52395.7477,54188.06728,55554.45921,56724.76313,58746.95762,61504.08788,63475.50692,61337.15892,67513.58966
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,OECD members,OED,16647.49973,24662.11652,36914.3944,38213.45247,39319.99386,40425.47977,41788.91243,43383.66034,45078.01122,46051.86565,44919.23969,48599.23872
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Other small states,OSS,..,10972.4991,24943.52493,25189.5231,24943.17188,21211.08462,20676.08975,22108.03215,22709.83611,23236.26745,22075.02386,23619.37098
